,index,user_id,상품명,item_option,user_rank,star,write_date,발색력,지속력,발림성,수분감,올리브영 후기 유무,광고 유무,user_type1,user_type3,user_type4,탑리뷰어,user_type2,user_type5,item_no,user_no,rating,브랜드,가격,평균별점,발색력점수,지속력점수,발림성점수,수분감점수
2893,4543,aa0625ya,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,5.0,2022-09-29,3.0,1.0,2.0,1.0,,0,,,,0,,,14,125,7.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2894,4544,강와쥐,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 05 프롬 페일,,5.0,2022-09-29,3.0,1.0,2.0,1.0,,0,,,,0,,,14,545,7.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2895,4545,좁쌀농부,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,,,5.0,2022-09-25,2.0,2.0,2.0,1.0,,1,,,,0,,,14,1524,7.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2896,4546,집나간사자,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,3.0,2022-09-24,2.0,2.0,3.0,2.0,,0,,,,0,,,14,1555,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2897,4547,러블리윤,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 02 코튼 피치,,3.0,2022-09-23,3.0,3.0,3.0,2.0,,0,,,,0,,,14,809,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2898,4548,체리영,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 04 어텀 씬,,5.0,2022-09-17,2.0,2.0,3.0,2.0,,0,,,,0,,,14,1600,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2899,4549,행복바라기,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 07 체리 문,TOP 1357,4.0,2022-09-16,3.0,2.0,3.0,2.0,,0,복합성,블랙헤드,잡티,0,봄웜톤,,14,1775,10.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2900,4550,행복바라기,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,,5.0,2022-09-14,3.0,3.0,3.0,2.0,,0,,,,0,,,14,1775,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2901,4551,블링블링연블링,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 01 플러피 쉘,,4.0,2022-09-14,3.0,3.0,3.0,2.0,,0,,,,0,,,14,1051,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2902,4552,즐거운카페라떼,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,TOP 1357,4.0,2022-09-08,3.0,3.0,3.0,2.0,,0,복합성,블랙헤드,잡티,0,봄웜톤,,14,1539,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2903,4553,스마일,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 05 프롬 페일,,5.0,2022-10-04,3.0,2.0,3.0,1.0,,0,,,,0,,,14,1164,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2904,4554,스마일,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,5.0,2022-10-01,1.0,2.0,2.0,1.0,,0,,,,0,,,14,1164,6.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2905,4555,러블리윤,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 01 플러피 쉘,,3.0,2022-10-01,2.0,2.0,3.0,1.0,,0,,,,0,,,14,809,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2906,4556,히드돈이,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 05 프롬 페일,,5.0,2022-09-27,3.0,2.0,3.0,3.0,,0,,,,0,,,14,1831,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2907,4557,러블리윤,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 01 플러피 쉘,,5.0,2022-09-26,2.0,2.0,2.0,1.0,,0,,,,0,,,14,809,7.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2908,4558,러블리윤,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,,4.0,2022-09-20,2.0,2.0,2.0,3.0,,0,,,,0,,,14,809,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2909,4559,러블리윤,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 01 플러피 쉘,TOP 1196,4.0,2022-09-20,2.0,2.0,2.0,3.0,,0,건성,각질,모공,0,쿨톤,,14,809,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2910,4560,러블리윤,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,,4.0,2022-09-20,2.0,2.0,2.0,3.0,,0,,,,0,,,14,809,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2911,4561,hahn****,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 06 헤이즈 핑크,,4.0,2022-09-17,2.0,2.0,3.0,2.0,,0,,,,0,,,14,241,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2912,4562,블링블링연블링,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,,4.0,2022-09-12,2.0,2.0,2.0,2.0,,0,,,,0,,,14,1051,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2913,4563,쩌잉,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 02 코튼 피치,,5.0,2022-09-08,3.0,3.0,3.0,2.0,,0,,,,0,,,14,1566,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2914,4564,뿌링클ㄹ,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,5.0,2022-09-02,3.0,1.0,2.0,2.0,,0,,,,0,,,14,1076,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2915,4565,soma,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,,,5.0,2022-10-15,3.0,2.0,2.0,1.0,,1,,,,0,,,14,449,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2916,4566,앙글ㅅ,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,,TOP 1603,5.0,2022-10-07,3.0,3.0,3.0,2.0,,1,,,,0,,,14,1224,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2917,4567,러블리윤,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,,,5.0,2022-09-30,3.0,2.0,2.0,1.0,,1,,,,0,,,14,809,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2918,4568,올영레전드,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,,,4.0,2022-09-22,3.0,2.0,3.0,3.0,,1,,,,0,,,14,1347,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2919,4569,하두우웅이,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 06 헤이즈 핑크,,4.0,2022-10-09,3.0,3.0,3.0,2.0,,0,,,,0,,,14,1742,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2920,4570,눈화장조아,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 06 헤이즈 핑크,,5.0,2022-10-09,3.0,3.0,3.0,1.0,,0,,,,0,,,14,711,10.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2921,4571,chaeuring,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 06 헤이즈 핑크,,5.0,2022-10-02,3.0,3.0,3.0,1.0,,0,,,,0,,,14,162,10.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2922,4572,정신체리세요,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,5.0,2022-10-02,3.0,2.0,3.0,1.0,,0,,,,0,,,14,1505,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2923,4573,라임이네,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,,5.0,2022-10-01,3.0,3.0,2.0,1.0,,0,,,,0,,,14,801,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2924,4574,wlswn****,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 06 헤이즈 핑크,,5.0,2022-09-30,2.0,1.0,2.0,1.0,,0,,,,0,,,14,495,6.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2925,4575,hyohsally,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 05 프롬 페일,,3.0,2022-09-29,3.0,2.0,3.0,3.0,,0,,,,0,,,14,267,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2926,4576,프밑,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,5.0,2022-09-21,3.0,3.0,3.0,2.0,,0,,,,0,,,14,1720,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2927,4577,꿈많은새우,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,5.0,2022-09-18,3.0,3.0,3.0,2.0,,0,,,,0,,,14,650,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2928,4578,말고,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 05 프롬 페일,,5.0,2022-09-14,3.0,2.0,2.0,2.0,,0,,,,0,,,14,873,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2929,4579,두웅스,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 06 헤이즈 핑크,,5.0,2022-09-04,3.0,2.0,3.0,1.0,,0,,,,0,,,14,763,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2930,4580,두웅스,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 01 플러피 쉘,,5.0,2022-10-04,3.0,3.0,3.0,1.0,,0,,,,0,,,14,763,10.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2931,4581,재랑살거야,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,,,5.0,2022-10-03,2.0,3.0,2.0,1.0,,1,,,,0,,,14,1498,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2932,4582,미우밍,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 05 프롬 페일,,5.0,2022-10-08,2.0,2.0,2.0,2.0,,0,,,,0,,,14,945,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2933,4583,ihwa****,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 05 프롬 페일,,3.0,2022-09-25,3.0,3.0,3.0,3.0,,0,,,,0,,,14,271,12.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2934,4584,hahn****,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,,5.0,2022-09-15,3.0,2.0,3.0,2.0,,0,,,,0,,,14,241,10.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2935,4585,올영에통장바쳐,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,,4.0,2022-09-12,2.0,2.0,2.0,2.0,,0,,,,0,,,14,1360,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2936,4586,련경이,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 07 체리 문,,5.0,2022-09-11,3.0,3.0,2.0,2.0,,0,,,,0,,,14,819,10.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2937,4587,하두우웅이,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 06 헤이즈 핑크,,4.0,2022-09-07,3.0,3.0,3.0,2.0,,0,,,,0,,,14,1742,11.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2938,4588,춘시기,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,,5.0,2022-09-02,3.0,3.0,3.0,3.0,,0,,,,0,,,14,1610,12.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2939,4589,좋으면재구매,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 03 웜 페어링,,5.0,2022-08-15,3.0,2.0,3.0,2.0,,0,,,,0,,,14,1527,10.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2940,4590,찌지유,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 04 어텀 씬,,5.0,2022-09-14,3.0,2.0,2.0,2.0,,0,,,,0,,,14,1575,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2941,4591,시영영,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 04 어텀 씬,,2.0,2022-10-08,3.0,3.0,3.0,1.0,,0,,,,0,,,14,1171,10.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2942,4592,시영영,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 07 체리 문,,5.0,2022-10-01,2.0,2.0,2.0,2.0,,0,,,,0,,,14,1171,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2943,4593,코누,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,5.0,2022-10-01,2.0,2.0,2.0,2.0,,0,,,,0,,,14,1634,8.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2944,4594,짠듀,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,5.0,2022-09-20,3.0,2.0,3.0,2.0,,0,,,,0,,,14,1558,10.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2945,4595,jang****,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 01 플러피 쉘,,5.0,2022-09-19,3.0,3.0,3.0,3.0,,0,,,,0,,,14,277,12.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2946,4596,히히홍,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,5.0,2022-09-12,2.0,2.0,3.0,2.0,,0,,,,0,,,14,1834,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2947,4597,soeun****,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 08 쿨 페어링,,4.0,2022-09-20,3.0,3.0,3.0,3.0,,0,,,,0,,,14,446,12.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2948,4598,퍼플n핑크,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,,,5.0,2022-10-16,3.0,2.0,2.0,2.0,,1,,,,0,,,14,1701,9.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2949,4599,0326,[NEW] 웨이크메이크 벨벳 블러링 픽싱 틴트 8colors,[옵션] 05 핑크 미,,4.0,2022-07-16,1.0,1.0,2.0,2.0,,0,,,,0,,,14,3,6.0,웨이크메이크,10900,4.6,1.37,2.26,2.5900000000000003,1.82
2950,2834,색조장인,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-09-20,3.0,1.0,1.0,3.0,,0,,,,0,,,15,1104,8.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2951,2834,색조장인,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-09-20,3.0,1.0,1.0,3.0,,0,,,,0,,,15,1104,8.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2952,2835,미즈옹,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,,4.0,2022-10-15,1.0,2.0,3.0,3.0,,1,,,,0,,,15,948,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2953,2835,미즈옹,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,,4.0,2022-10-15,1.0,2.0,3.0,3.0,,1,,,,0,,,15,948,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2954,2836,검은장미,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,TOP 280,5.0,2022-07-16,3.0,3.0,3.0,3.0,,1,,,,0,,,15,554,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2955,2836,검은장미,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,TOP 280,5.0,2022-07-16,3.0,3.0,3.0,3.0,,1,,,,0,,,15,554,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2956,2837,냉정과열정사이,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,4.0,2022-07-07,3.0,2.0,2.0,2.0,,0,,,,0,,,15,686,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2957,2837,냉정과열정사이,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,4.0,2022-07-07,3.0,2.0,2.0,2.0,,0,,,,0,,,15,686,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2958,2838,gn4343,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,2.0,2022-07-25,2.0,3.0,3.0,3.0,,0,,,,0,,,15,230,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2959,2838,gn4343,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,2.0,2022-07-25,2.0,3.0,3.0,3.0,,0,,,,0,,,15,230,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2960,2839,콩나무리,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 709,5.0,2022-10-14,3.0,3.0,3.0,3.0,,0,,,,0,,,15,1652,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2961,2839,콩나무리,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 709,5.0,2022-10-14,3.0,3.0,3.0,3.0,,0,,,,0,,,15,1652,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2962,2840,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,2.0,2022-05-25,3.0,1.0,1.0,1.0,,0,,,,1,,,15,633,6.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2963,2840,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 06 플럼 풀,,2.0,2022-05-25,3.0,1.0,1.0,1.0,,0,,,,1,,,15,633,6.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2964,2841,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 455,5.0,2022-09-26,1.0,2.0,2.0,3.0,,0,복합성,각질,모공,0,봄웜톤,,15,633,8.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2965,2841,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,TOP 455,5.0,2022-09-26,1.0,2.0,2.0,3.0,,0,복합성,각질,모공,0,봄웜톤,,15,633,8.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2966,2842,gn4343,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,1.0,2022-07-27,3.0,3.0,3.0,3.0,,0,,,,0,,,15,230,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2967,2842,gn4343,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,1.0,2022-07-27,3.0,3.0,3.0,3.0,,0,,,,0,,,15,230,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2968,2843,혭뜽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,TOP 683,5.0,2022-07-16,3.0,2.0,3.0,3.0,,1,민감성,모공,민감성,0,웜톤,,15,1793,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2969,2843,혭뜽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,TOP 683,5.0,2022-07-16,3.0,2.0,3.0,3.0,,1,민감성,모공,민감성,0,웜톤,,15,1793,11.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2970,2844,보송,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,,5.0,2022-05-24,1.0,2.0,3.0,3.0,,1,,,,0,,,15,1012,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2971,2844,보송,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,,,5.0,2022-05-24,1.0,2.0,3.0,3.0,,1,,,,0,,,15,1012,9.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2972,2845,보송,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,4.0,2022-09-26,3.0,2.0,2.0,3.0,,0,,,,0,,,15,1012,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2973,2845,보송,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,4.0,2022-09-26,3.0,2.0,2.0,3.0,,0,,,,0,,,15,1012,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2974,2846,힁오몽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,5.0,2022-09-15,3.0,3.0,3.0,3.0,,0,,,,0,,,15,1828,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2975,2846,힁오몽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,5.0,2022-09-15,3.0,3.0,3.0,3.0,,0,,,,0,,,15,1828,12.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2976,2847,힁오몽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,5.0,2022-08-29,2.0,2.0,3.0,3.0,,0,복합성,미백,민감성,0,쿨톤,,15,1828,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2977,2847,힁오몽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,,5.0,2022-08-29,2.0,2.0,3.0,3.0,,0,복합성,미백,민감성,0,쿨톤,,15,1828,10.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2978,2848,힁오몽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-08-22,1.0,3.0,2.0,2.0,,0,,,,0,,,15,1828,8.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2979,2848,힁오몽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-08-22,1.0,3.0,2.0,2.0,,0,,,,0,,,15,1828,8.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2980,2849,힁오몽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,,5.0,2022-08-21,2.0,2.0,2.0,1.0,,0,지성,트러블,,0,웜톤,,15,1828,7.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2981,2849,힁오몽,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 03 리치 피치,,5.0,2022-08-21,2.0,2.0,2.0,1.0,,0,지성,트러블,,0,웜톤,,15,1828,7.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2982,2850,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,TOP 43,5.0,2022-07-27,3.0,1.0,1.0,1.0,,0,,,,0,,,15,633,6.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2983,2850,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 04 로지 퍼지,TOP 43,5.0,2022-07-27,3.0,1.0,1.0,1.0,,0,,,,0,,,15,633,6.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2984,2851,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 531,4.0,2022-07-18,1.0,1.0,1.0,1.0,,0,,,,1,,,15,633,4.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2985,2851,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 02 무화과 빛,TOP 531,4.0,2022-07-18,1.0,1.0,1.0,1.0,,0,,,,1,,,15,633,4.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2986,2852,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-06-20,1.0,2.0,2.0,2.0,,0,,,,0,,,15,633,7.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
2987,2852,꼬냥희,[NEW] 웨이크메이크 워터 컬러링 퓨어 틴트 6color,[옵션] 05 핑크 미,,5.0,2022-06-20,1.0,2.0,2.0,2.0,,0,,,,0,,,15,633,7.0,웨이크메이크,10900,4.4,1.55,2.08,2.54,2.5999999999999996
