,index,user_id,상품명,item_option,user_rank,star,write_date,발색력,지속력,발림성,수분감,올리브영 후기 유무,광고 유무,user_type1,user_type3,user_type4,탑리뷰어,user_type2,user_type5,item_no,user_no,rating,브랜드,가격,평균별점,발색력점수,지속력점수,발림성점수,수분감점수
100,100,굠민,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 멀드 피치,TOP 506,4.0,2022-10-12,2.0,2.0,2.0,2.0,,0,민감성,모공,민감성,0,웜톤,,10,577,8.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
101,101,뽀뽀뽀,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 쥬쥬브,,5.0,2022-09-21,3.0,2.0,3.0,3.0,,0,,,,0,,,10,1068,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
102,102,미즈옹,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,TOP 350,4.0,2022-03-03,3.0,1.0,3.0,2.0,,0,건성,블랙헤드,주름,0,겨울쿨톤,,10,948,9.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
103,103,요다,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,,5.0,2021-12-18,3.0,2.0,3.0,3.0,,0,,,,0,,,10,1392,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
104,104,마스크팩성애자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,,4.0,2021-04-15,2.0,2.0,3.0,2.0,,0,,,,0,,,10,865,9.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
105,105,오도,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,,5.0,2021-04-09,3.0,3.0,3.0,3.0,,0,,,,0,,,10,1300,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
106,106,올영중독녀,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,TOP 695,5.0,2022-10-09,3.0,3.0,3.0,3.0,,0,,,,0,,,10,1364,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
107,107,엄준인마,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2022-09-25,3.0,2.0,3.0,2.0,,0,,,,1,,,10,1251,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
108,108,세일조아,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,TOP 549,4.0,2022-08-10,2.0,2.0,3.0,3.0,,0,,,,0,,,10,1123,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
109,109,몽캔디,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 애플브라운,,5.0,2022-07-19,3.0,3.0,3.0,3.0,,0,지성,모공,트러블,0,가을웜톤,,10,912,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
110,110,굠민,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 멀드 피치,TOP 375,4.0,2022-10-12,2.0,2.0,2.0,2.0,,0,,,,0,,,10,577,8.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
111,111,울라울라라올영,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,5.0,2022-07-04,3.0,3.0,3.0,3.0,,0,건성,모공,민감성,0,웜톤,,10,1407,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
112,112,맑은달,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,TOP 736,5.0,2021-12-07,3.0,3.0,3.0,3.0,,0,,,,0,,,10,878,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
113,113,gn4343,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 핑크 팝시클,,5.0,2021-08-10,3.0,3.0,3.0,3.0,,0,,,,0,,,10,230,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
114,114,혜결,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]필링 앵두,,4.0,2021-04-04,2.0,2.0,2.0,3.0,,0,건성,주름,,0,,미백,10,1791,9.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
115,115,너구리Vv,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,TOP 444,4.0,2021-04-02,1.0,2.0,3.0,3.0,,0,,,,0,,,10,692,9.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
116,116,올영과함께라면,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2022-10-10,3.0,2.0,3.0,3.0,,0,건성,각질,탄력,0,쿨톤,,10,1343,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
117,117,화장품좋아하는여자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 842,5.0,2022-10-05,3.0,3.0,3.0,3.0,,0,,,,0,,,10,1812,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
118,118,화장품좋아하는여자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 피그피그,,5.0,2022-09-30,3.0,3.0,3.0,3.0,,0,건성,각질,모공,0,여름쿨톤,,10,1812,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
119,119,미즈옹,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 쥬쥬브,TOP 582,5.0,2022-09-30,3.0,3.0,3.0,3.0,,0,,,,0,,,10,948,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
120,120,yepicture,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,,5.0,2022-09-07,3.0,2.0,3.0,3.0,,0,,,,0,,,10,508,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
121,121,츄펭,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,4.0,2022-08-25,3.0,2.0,2.0,2.0,,0,,,,0,,,10,1617,9.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
122,122,진화,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2022-07-20,2.0,2.0,3.0,3.0,,0,,,,0,,,10,1554,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
123,123,시슬리,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,,5.0,2022-07-12,3.0,2.0,3.0,2.0,,0,지성,민감성,블랙헤드,0,가을웜톤,,10,1170,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
124,124,시슬리,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 460,5.0,2022-07-05,3.0,1.0,3.0,3.0,,0,,,,0,,,10,1170,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
125,125,맹두,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]필링 앵두,,5.0,2022-07-05,3.0,1.0,3.0,3.0,,0,,,,1,,,10,885,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
126,126,울라울라라올영,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,TOP 438,5.0,2022-07-01,3.0,3.0,3.0,3.0,,0,,,,0,,,10,1407,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
127,127,뮤온,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2021-12-03,3.0,3.0,3.0,3.0,,0,지성,각질,잡티,0,여름쿨톤,,10,930,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
128,128,마스크팩성애자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 베리 베리 핑크,TOP 1099,5.0,2021-08-13,3.0,1.0,3.0,3.0,,0,,,,0,,,10,865,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
129,129,우루루까꿍,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 핑크 팝시클,,5.0,2021-08-01,3.0,3.0,3.0,3.0,,0,지성,각질,잡티,0,쿨톤,,10,1401,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
130,130,kyne1,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,TOP 175,5.0,2022-10-10,3.0,2.0,3.0,3.0,,0,,,,0,,,10,321,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
131,131,리리578,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,5.0,2022-10-05,3.0,3.0,3.0,3.0,,0,트러블성,각질,모공,0,가을웜톤,,10,842,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
132,132,imagining,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 598,5.0,2022-10-03,3.0,2.0,3.0,3.0,,0,,,,0,,,10,274,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
133,133,피부특공대,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,,4.0,2022-09-28,3.0,2.0,3.0,3.0,,0,트러블성,트러블,,0,가을웜톤,,10,1728,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
134,134,호박고구마호굼마,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,TOP 166,5.0,2022-09-26,3.0,2.0,3.0,3.0,,0,,,,0,,,10,1801,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
135,135,하하도도,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,,5.0,2022-09-19,3.0,2.0,3.0,2.0,,0,민감성,민감성,잡티,0,웜톤,,10,1755,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
136,136,호랑이어흥,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 체리 밤,TOP 50,5.0,2022-09-01,2.0,2.0,3.0,3.0,,0,,,,0,,,10,1798,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
137,137,민둥민둥,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 베리 베리 핑크,,4.0,2022-08-30,3.0,1.0,2.0,2.0,,0,복합성,모공,민감성,0,여름쿨톤,,10,957,8.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
138,138,day****,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 711,5.0,2022-08-17,3.0,3.0,3.0,2.0,,0,,,,0,,,10,174,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
139,139,너구리Vv,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,,5.0,2022-07-25,3.0,3.0,3.0,2.0,,0,,,,0,,,10,692,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
140,140,럽미라잇,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,5.0,2022-07-11,3.0,3.0,3.0,3.0,,0,복합성,모공,미백,0,쿨톤,,10,812,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
141,141,오리부영,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 베리 베리 핑크,TOP 86,5.0,2022-04-25,3.0,2.0,2.0,3.0,,0,,,,0,,,10,1306,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
142,142,울라울라라올영,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [어워즈한정기획]베어그레이프,,5.0,2021-12-05,3.0,2.0,3.0,3.0,,0,,,,1,,,10,1407,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
143,143,Kongsuni,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,TOP 52,5.0,2021-11-12,3.0,3.0,3.0,3.0,,0,,,,0,,,10,52,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
144,144,예민러찜2,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 핑크 팝시클,,4.0,2021-09-11,3.0,1.0,2.0,3.0,,0,복합성,모공,민감성,0,웜톤,,10,1283,9.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
145,145,desire,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 핑크 팝시클,TOP 1196,5.0,2021-08-06,3.0,3.0,3.0,3.0,,0,,,,0,,,10,185,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
146,146,jenny95****,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 베리 베리 핑크,,5.0,2021-08-04,3.0,2.0,3.0,2.0,,0,건성,다크서클,모공,0,겨울쿨톤,,10,283,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
147,147,썽2쓰,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,TOP 367,5.0,2021-05-15,3.0,3.0,3.0,3.0,,0,,,,0,,,10,1183,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
148,148,떡잎,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,,4.0,2021-04-18,2.0,3.0,3.0,3.0,,0,복합성,모공,미백,0,쿨톤,,10,780,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
149,149,영아일해라,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 멀드 피치,TOP 86,4.0,2021-03-16,2.0,1.0,2.0,3.0,,0,,,,0,,,10,1276,8.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
150,150,쉿브루노,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 핑크 팝시클,,5.0,2022-10-05,3.0,3.0,3.0,2.0,,0,건성,민감성,아토피,0,웜톤,,10,1157,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
151,151,하이힐소년,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 99,5.0,2022-10-04,3.0,2.0,3.0,3.0,,0,,,,0,,,10,1752,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
152,152,행복해용,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,,4.0,2022-10-04,3.0,2.0,3.0,2.0,,0,,,,0,,,10,1777,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
153,153,주디리뷰,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 잇 도토리,,3.0,2022-10-03,2.0,2.0,2.0,2.0,,0,복합성,모공,민감성,0,여름쿨톤,,10,1531,8.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
154,154,지니리,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 711,5.0,2022-09-30,2.0,2.0,2.0,3.0,,0,,,,0,,,10,1544,9.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
155,155,grace17,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2022-09-22,3.0,2.0,3.0,3.0,,0,민감성,각질,미백,0,쿨톤,,10,233,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
156,156,올영메이트두식,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,TOP 871,4.0,2022-09-20,1.0,2.0,3.0,2.0,,0,,,,0,,,10,1350,8.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
157,157,rlaxofls,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,5.0,2022-09-20,3.0,3.0,3.0,3.0,,0,복합성,트러블,,0,웜톤,,10,408,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
158,158,희나히,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,TOP 395,3.0,2022-09-13,1.0,1.0,1.0,3.0,,0,,,,0,,,10,1823,6.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
159,159,Layla,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,5.0,2022-09-09,3.0,2.0,3.0,3.0,,0,건성,민감성,아토피,0,웜톤,,10,57,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
160,160,피부특공대,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 피그피그,TOP 99,5.0,2022-09-06,2.0,2.0,3.0,3.0,,0,,,,0,,,10,1728,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
161,161,콩나무리,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 파파야 잼,,5.0,2022-08-21,2.0,2.0,3.0,3.0,,0,,,,0,,,10,1652,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
162,162,민둥민둥,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 아몬드 로즈,,5.0,2022-08-19,3.0,2.0,2.0,2.0,,0,건성,각질,블랙헤드,0,봄웜톤,,10,957,9.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
163,163,화장품좋아하는여자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,TOP 1513,5.0,2022-07-14,3.0,3.0,2.0,2.0,,0,,,,0,,,10,1812,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
164,164,옴뇸뇸욤얌욤,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [NEW] 베어 피그,,5.0,2022-07-10,3.0,3.0,3.0,3.0,,0,,,,0,,,10,1378,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
165,165,쉿브루노,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]베어 그레이프,,5.0,2022-06-12,3.0,3.0,3.0,3.0,,0,,,,0,,,10,1157,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
166,166,조슈지,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 베리 베리 핑크,,3.0,2022-04-21,3.0,2.0,1.0,2.0,,0,트러블성,모공,미백,0,가을웜톤,,10,1522,8.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
167,167,마스크팩성애자,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [어워즈한정기획]베어그레이프,TOP 221,5.0,2021-12-21,2.0,3.0,3.0,3.0,,0,,,,0,,,10,865,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
168,168,살구꽃잎,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [어워즈한정기획]베어그레이프,,5.0,2021-11-28,3.0,3.0,3.0,3.0,,0,,,,1,,,10,1090,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
169,169,룰루랄라힝,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 핑크 팝시클,TOP 52,4.0,2021-08-29,3.0,1.0,3.0,3.0,,0,복합성,미백,블랙헤드,0,여름쿨톤,,10,838,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
170,170,포비님,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,TOP 526,5.0,2021-06-11,3.0,2.0,3.0,3.0,,0,,,,0,,,10,1710,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
171,171,로즈미,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 피그피그,,5.0,2021-04-29,2.0,2.0,3.0,3.0,,0,건성,다크서클,모공,0,겨울쿨톤,,10,825,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
172,172,떡잎,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]포멜로 스킨,TOP 367,5.0,2021-04-09,3.0,2.0,3.0,3.0,,0,,,,0,,,10,780,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
173,173,우웅웅,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 체리 밤,,4.0,2021-03-16,3.0,3.0,2.0,3.0,,0,,,,0,,,10,1403,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
174,174,nabibam,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 체리 밤,,5.0,2020-12-13,3.0,3.0,3.0,3.0,,0,복합성,각질,모공,0,웜톤,,10,370,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
175,175,봄사월,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 플럼콕,TOP 531,4.0,2020-07-12,3.0,2.0,3.0,3.0,,0,,,,0,,,10,1027,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
176,176,JU,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 피그피그,,5.0,2020-06-08,3.0,2.0,3.0,3.0,,0,,,,0,,,10,43,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
177,177,뚜딘,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 리치코랄,,4.0,2020-02-07,3.0,1.0,3.0,3.0,,0,복합성,민감성,,0,,모공,10,786,10.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
178,178,자건니,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] 체리 밤,TOP 328,5.0,2022-10-16,3.0,2.0,3.0,3.0,,0,,,,0,,,10,1492,11.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
179,179,desire,[NEW] 롬앤 쥬시 래스팅 틴트,[옵션] [올리브영단독]누카다미아,,5.0,2022-10-14,3.0,3.0,3.0,3.0,,0,,,,0,,,10,185,12.0,롬앤,8400,4.7,1.37,2.1799999999999997,2.66,2.69
180,180,미똔미,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 13 커스터드 모브,,5.0,2022-10-02,3.0,2.0,3.0,3.0,,0,,,,0,,,7,943,11.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
181,181,요다,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 11 라일락 크림,,5.0,2022-07-04,3.0,2.0,3.0,3.0,,0,,,,0,,,7,1392,11.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
182,182,forrest,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 10 머머 핑크,,5.0,2022-07-01,3.0,2.0,3.0,2.0,,0,복합성,트러블,,0,웜톤,,7,221,10.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
183,183,하얀쌀떡볶이,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 12 캐니언,TOP 395,5.0,2022-10-08,3.0,2.0,3.0,3.0,,0,,,,0,,,7,1748,11.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
184,184,요다,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 11 라일락 크림,,5.0,2022-09-14,3.0,3.0,3.0,3.0,,0,민감성,모공,민감성,0,웜톤,,7,1392,12.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
185,185,진동,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 05 태피,TOP 584,4.0,2021-11-01,3.0,2.0,3.0,3.0,,0,,,,0,,,7,1552,11.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
186,186,Really,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 11 라일락 크림,,5.0,2022-10-15,3.0,2.0,2.0,3.0,,0,,,,0,,,7,85,10.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
187,187,Zen,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 13 커스터드 모브,,5.0,2022-10-02,3.0,3.0,3.0,3.0,,0,복합성,각질,다크서클,0,겨울쿨톤,,7,122,12.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
188,188,맹두,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 13 커스터드 모브,TOP 913,5.0,2022-10-01,3.0,2.0,2.0,2.0,,0,,,,0,,,7,885,9.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
189,189,desire,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 09 코튼 멜바,,5.0,2022-07-01,3.0,3.0,3.0,3.0,,0,,,,0,,,7,185,12.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
190,190,낭만토깽이,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 05 태피,,5.0,2021-11-20,3.0,2.0,3.0,2.0,,0,,,,0,,,7,680,10.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
191,191,리리578,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 10 머머 핑크,,4.0,2022-10-11,2.0,1.0,3.0,3.0,,0,,,,1,,,7,842,9.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
192,192,빵먹고싶은사람,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 13 커스터드 모브,TOP 43,5.0,2022-10-07,3.0,2.0,3.0,3.0,,0,건성,다크서클,모공,0,겨울쿨톤,,7,1062,11.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
193,193,집나간사자,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 12 캐니언,TOP 367,4.0,2022-10-05,2.0,2.0,2.0,3.0,,0,,,,0,,,7,1555,9.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
194,194,민둥민둥,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 13 커스터드 모브,,5.0,2022-10-01,3.0,2.0,3.0,3.0,,0,,,,1,,,7,957,11.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
195,195,프헤즈,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 11 라일락 크림,TOP 237,5.0,2022-08-17,2.0,2.0,3.0,2.0,,0,,,,0,,,7,1721,9.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
196,196,17호빋베브봄,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 10 머머 핑크,,5.0,2022-07-16,2.0,1.0,1.0,2.0,,0,지성,트러블,,0,웜톤,,7,5,6.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
197,197,맹두,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 05 태피,TOP 395,3.0,2022-04-19,1.0,3.0,3.0,3.0,,0,,,,0,,,7,885,10.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
198,198,ilovegreen,[NEW] 롬앤 듀이풀 워터 틴트,[옵션] 01 인 코랄,,5.0,2021-11-10,3.0,3.0,3.0,3.0,,0,복합성,미백,민감성,0,쿨톤,,7,272,12.0,롬앤,8900,4.6,1.46,2.1399999999999997,2.6500000000000004,2.68
